municipality,iata_code,,name,iso_region
Primrose,PFM,,Primrose Airport,CA-AB
Saglek,YSV,,Saglek Airport,CA-NL
Big Bay,YRR,,Stuart Island Airstrip,CA-BC
Mary River,YMV,,Mary River Aerodrome,CA-NU
Hecate Island,YHC,,Hakai Passage Water Aerodrome,CA-BC
Galiano Island,YMF,,Montague Harbour Seaplane Base,CA-BC
Paradise,PYS,,Paradise Skypark Airport,US-CA
Bedwell Harbour,YBW,,Bedwell Harbour Seaplane Base,CA-BC
Tofino,YTP,,Tofino Harbour Seaplane Base,CA-BC
Nanaimo,ZNA,,Nanaimo Harbour Water Aerodrome,CA-BC
Trail,YZZ,,Trail Regional Airport,CA-BC
Merritt,YMB,,Merritt Airport,CA-BC
Campbell River,YHH,,Campbell River Seaplane Base,CA-BC
Whistler,YWS,,Whistler/Green Lake Water Aerodrome,CA-BC
Bamfield,YBF,,Bamfield Seaplane Base,CA-BC
Stuart Island,YIG,,Big Bay Seaplane Base,CA-BC
Chilko Lake,CJH,,Chilko Lake (Tsylos Park Lodge) Airport,CA-BC
Sunshine Coast,YPT,,Pender Harbour Seaplane Base,CA-BC
Ocean Falls,ZOF,,Ocean Falls Seaplane Base,CA-BC
Courtenay,YCA,,Courtenay Airpark,CA-BC
Creston,CFQ,,Creston Valley Regional Airport - Art Sutcliffe Field,CA-BC
Anahim Lake,YAA,,Anahim Lake Airport,CA-BC
Douglas Lake,DGF,,Douglas Lake Airport,CA-BC
Albian Village,JHL,,Fort MacKay/Albian Aerodrome,CA-AB
Tahsis,ZTS,,Tahsis Seaplane Base,CA-BC
Duncan,DUQ,,Duncan Airport,CA-BC
Sechelt,YHS,,Sechelt-Gibsons Airport,CA-BC
Kitkatla,YKK,,Kitkatla Seaplane Base,CA-BC
,ZQS,,Queen Charlotte City Seaplane Base,CA-BC
Powell River,WPL,,Powell Lake Seaplane Base,CA-BC
Qualicum Beach,XQU,,Qualicum Beach Airport,CA-BC
Port McNeill,YMP,,Port McNeill Airport,CA-BC
Rivers Inlet,YRN,,Rivers Inlet Seaplane Base,CA-BC
Sullivan Bay,YTG,,Sullivan Bay Seaplane Base,CA-BC
,YMU,,Mansons Landing Seaplane Base,CA-BC
Miners Bay,YAV,,Mayne Island Seaplane Base,CA-BC
Bella Bella,YSX,,Bella Bella/Shearwater Seaplane Base,CA-BC
Salt Spring Island,YGG,,Ganges Seaplane Base,CA-BC
Hartley Bay,YTB,,Hartley Bay Seaplane Base,CA-BC
Cache Creek,YZA,,Cache Creek-Ashcroft Regional Airport,CA-BC
Bella Bella,ZEL,,Bella Bella (Campbell Island) Airport,CA-BC
,CBC,,Cherrabun Airport,AU-WA
Port Alberni,YPB,,Alberni Valley Regional Airport,CA-BC
Bob Quinn Lake,YBO,,Bob Quinn Lake Airport,CA-BC
Tungsten,TNS,,Tungsten (Cantung) Airport,CA-NT
Tumbler Ridge,TUX,,Tumbler Ridge Airport,CA-BC
Williams Harbour,YWM,,Williams Harbour Airport,CA-NL
Postville,YSO,,Postville Airport,CA-NL
Black Tickle,YBI,,Black Tickle Airport,CA-NL
Charlottetown,YHG,,Charlottetown Airport,CA-NL
St. Lewis,YFX,,St. Lewis (Fox Harbour) Airport,CA-NL
Port Hope Simpson,YHA,,Port Hope Simpson Airport,CA-NL
Rigolet,YRG,,Rigolet Airport,CA-NL
Kasongo-Lunda,KGN,,Kasongo-Lunda Airport,CD-KG
Pweto,PWO,,Pweto Airport (New),CD-HK
Cedar Key,CDK,,George T Lewis Airport,US-FL
Diavik,DVK,,Diavik Airport,CA-NT
Hope Bay,JOJ,,Doris Lake,CA-NU
Fairview,ZFW,,Fairview Airport,CA-AB
Hinton,YJP,,Jasper-Hinton Airport,CA-AB
Whatì,YLE,,Whatì Airport,CA-NT
Drayton Valley,YDC,,Drayton Valley Industrial Airport,CA-AB
Fort McMurray,NML,,Fort McMurray / Mildred Lake Airport,CA-AB
Conklin,CFM,,Conklin (Leismer) Airport,CA-AB
Kavadja,KWD,,Kavadja Airport,CF-HK
Taltheilei Narrows,GSL,,Taltheilei Narrows Airport,CA-NT
Macmillan Pass,XMP,,Macmillan Pass Airport,CA-YT
Great Bear Lake,DAS,,Great Bear Lake Airport,CA-NT
Suncor Energy Site,YFI,,Fort Mackay / Firebag,CA-AB
Wekweètì,YFJ,,Wekweètì Airport,CA-NT
Donnelly,YOE,,Donnelly Airport,CA-AB
Cheadle,TIL,,Cheadle Airport,CA-AB
Okoyo,OKG,,Okoyo Airport,CG-8
Craig,CGA,,Craig Seaplane Base,US-AK
Cape Gloucester,CGC,,Cape Gloucester Airport,PG-WBK
Casiguran,CGG,,Casiguran Airport,PH-AUR
,GHK,,Gahcho Kue,CA-NT
Circle Hot Springs,CHP,,Circle Hot Springs Airport,US-AK
Chomley,CIV,,Chomley Seaplane Base,US-AK
Laurie River,LRQ,,Laurie River Airport,CA-MB
Hatchet Lake,YDJ,,Hatchet Lake Airport,CA-SK
Kasba Lake,YDU,,Kasba Lake Airport,CA-NT
Fort Reliance,YFL,,Fort Reliance Seaplane Base,CA-NT
Cluff Lake,XCL,,Cluff Lake Airport,CA-SK
Knee Lake,YKE,,Knee Lake Airport,CA-MB
Summer Beaver,SUR,,Summer Beaver Airport,CA-ON
Crooked Creek,CKD,,Crooked Creek Airport,US-AK
Tisdale,YTT,,Tisdale Airport,CA-SK
Angling Lake,YAX,,Wapekeka Airport,CA-ON
Wunnumin Lake,WNN,,Wunnumin Lake Airport,CA-ON
Opapimiskan Lake,YBS,,Opapimiskan Lake Airport,CA-ON
North Spirit Lake,YNO,,North Spirit Lake Airport,CA-ON
Crane Island,CKR,,Crane Island Airstrip,US-WA
Cordova,CKU,,Cordova Municipal Airport,US-AK
Obre Lake,YDW,,North of Sixty Airport,CA-NT
Chicken,CKX,,Chicken Airport,US-AK
Chaitén,WCH,,Nuevo Chaitén Airport,CL-LL
Cametá,CMT,,New Cametá Airport,BR-PA
Caia,CMZ,,Caia Airport,MZ-S
Tangshan (Fengrun),TVS,,Tangshan Sannühe Airport,CN-13
Chuxiong (Yuanmou),YUA,,Yuanmou Air Base,CN-53
Zhangjiakou,ZQZ,,Zhangjiakou Ningyuan Airport,CN-13
Baoshan (Longyang),BSD,,Baoshan Yunrui Airport,CN-53
Dazu,DZU,,Dazu Air Base,CN-50
Lincang,LNJ,,Lincang Boshang Airport,CN-53
Xigazê (Samzhubzê),RKZ,,Xigaze Peace Airport / Shigatse Air Base,CN-54
Panzhihua (Renhe),PZI,,Panzhihua Bao'anying Airport,CN-51
Zigong (Gongjing),ZKL,,Zigong Fengming Airport,CN-51
Foshan (Nanhai),FUO,,Foshan Shadi Airport,CN-44
Bazhong (Enyang),BZX,,Bazhong Enyang Airport,CN-51
Xinyang,XAI,,Xinyang Minggang Airport,CN-41
Huizhou (Pingtan),HUZ,,Huizhou Pingtan Airport,CN-44
Shangluo (Danfeng),DFA,,Shangluo Airport,CN-61
Shaoguan,HSC,,Shaoguan Danxia Airport,CN-44
Ji'an,JGS,,Jinggangshan Airport,CN-36
Baise (Tianyang),AEB,,Baise Youjiang Airport,CN-45
Lianyungang,LYG,,Lianyungang Huaguoshan International Airport,CN-32
Dongying (Kenli),DOY,,Dongying Shengli Airport,CN-37
Huludao (Xingcheng),XEN,,Xingcheng Air Base,CN-21
Altay,AAT,,Altay Xuedu Airport,CN-65
Tianshui (Maiji),THQ,,Tianshui Maijishan Airport,CN-62
Zhangye (Ganzhou),YZY,,Zhangye Ganzhou Airport,CN-62
Hulunbuir,DWS,,Morin Dawa Banner Airport,CN-15
Shijiazhuang,LCT,,Shijiazhuang Luancheng Airport,CN-13
Wuhan (Hannan),WHN,,Wuhan Hannan Municipal Airport,CN-42
Beijing,NAY,,Beijing Nanjiao Airport,CN-11
Dandong (Zhenxing),DDG,,Dandong Langtou Airport,CN-21
Harbin,PFA,,Harbin Pingfang Airport,CN-23
Yantai,PNJ,,Penglai Shahekou Airport,CN-37
Binzhou,CBZ,,Binzhou Daguo Airport,CN-37
Xigazê (Dingri),DDR,,Rikaze Dingri Airport,CN-54
Tashikuergan,HQL,,Tashikuergan Hongqilafu Airport,CN-65
Hangzhou,JDE,,Jiande Qiandaohu General Airport,CN-33
Suihua,HLJ,,Zhaodong Beidahuang General Airport,CN-23
Taiyuan,TYC,,Taiyuan Yaocheng Airport,CN-14
Urhu,WRH,,Orku Baikouquan Airport (under construction),CN-65
Ruijin,JRJ,,Ruijin Airport,CN-36
Zhanjiang,ZHA,,Zhanjiang Wuchuan Airport,CN-44
Burang Town,APJ,,Ali Pulan Airport,CN-54
Zhaosu,ZFL,,Zhaosu Tianma Airport,CN-65
Yinchuan,YEH,,Yinchuan Yueyahu Airport,CN-64
Dehong (Longchuan),LCS,,Longchuan Guangsong Airport,CN-53
Lanping Bai,LFH,,Lanping Fenghua General Airport,CN-53
Zhongshan,ZGN,,Zhongshan Ferry Port,CN-44
Bozhou,BZJ,,Bozhou Airport (under construction),CN-34
Bailingmiao,BKV,,Bailing Airport,CN-15
Hejing,HJB,,"Bayinbuluke airport (under construction, location to be confirmed)",CN-65
Otog Front Banner,OTQ,,Otog Front Banner Oljoq Airport,CN-15
Qitai,JBK,,Qitai Jiangbulake Airport (under construction),CN-65
Lishui,LIJ,,Lishui Airport (under construction),CN-33
Nanchang,YHJ,,Nanchang Yaohu Airport,CN-36
Wulan,OTO,,Otog Banner Wulan Airport,CN-15
Nantong (Tongzhou),NTG,,Nantong Xingdong International Airport,CN-32
Bearskin Lake,XBE,,Bearskin Lake Airport,CA-ON
Natuashish,YNP,,Natuashish Airport,CA-NL
White River,YWR,,White River Seaplane Base,CA-ON
Parry Sound,YPD,,Parry Sound Area Municipal Airport,CA-ON
Brockville,XBR,,Brockville - Thousand Islands Regional Tackaberry Airport,CA-ON
Kingfisher Lake,KIF,,Kingfisher Lake Airport,CA-ON
Ogoki Post,YOG,,Ogoki Post Airport,CA-ON
La Chorrera,LCR,,Virgilio Barco Vargas (La Chorrera) Airport,CO-AMA
Sabana de Torres,SNT,,Las Cruces Airport,CO-SAN
Tarapacá,TCD,,Tarapacá Airport,CO-AMA
Echo Bay,YEB,,Bar River Airport,CA-ON
,CPI,,Cape Orford Airport,PG-EBR
Frying Pan Island,YSI,,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,CA-ON
Poplar Hill,YHP,,Poplar Hill Airport,CA-ON
Keewaywin,KEW,,Keewaywin Airport,CA-ON
Cóbano,ACO,,Cóbano Airport,CR-P
Streatham,XVQ,,Reef Hueston Helicopter Landing,CA-BC
Kirby Lake,KFM,,Kirby Lake Airport,CA-AB
Sable Island,YSA,,Sable Island Landing Strip,CA-NS
Lebel-sur-Quévillon,YLS,,Lebel-sur-Quevillon Airport,CA-QC
Snap Lake Mine,YNX,,Snap Lake Airport,CA-NT
La Sarre,SSQ,,La Sarre Airport,CA-QC
Chisasibi,YKU,,Chisasibi Airport,CA-QC
Tête-à-la-Baleine,ZTB,,Tête-à-la-Baleine Airport,CA-QC
Côte-Nord-du-Golfe-du-Saint-Laurent,ZKG,,Kégashka Airport,CA-QC
Chutes-des-Passes,YWQ,,Chute-Des-Passes/Lac Margane Seaplane Base,CA-QC
Carutapera,CTP,,Carutapera Airport,BR-MA
Kattiniq,YAU,,Donaldson Airport,CA-QC
Le Golfe-du-Saint-Laurent,ZGS,,La Romaine Airport,CA-QC
Fontanges,YFG,,Fontanges Airport,CA-QC
La Tabatière,ZLT,,La Tabatière Airport,CA-QC
Culion,CUJ,,Culion Airport,PH-PLW
Hollister,HLI,,Hollister Municipal Airport,US-CA
,CVL,,Cape Vogel Airport,PG-MBA
Chitina,CXC,,Chitina Airport,US-AK
Lefkoniko (Geçitkale),GEC,,Lefkoniko Airport / Geçitkale Air Base,CY-03
Arctic Bay,YAB,,Arctic Bay Airport,CA-NU
Cat Lake,YAC,,Cat Lake Airport,CA-ON
La Grande-3,YAR,,La Grande-3 Airport,CA-QC
Fort Frances,YAG,,Fort Frances Municipal Airport,CA-ON
La Grande-4,YAH,,La Grande-4 Airport,CA-QC
Alert Bay,YAL,,Alert Bay Airport,CA-BC
Sault Ste Marie,YAM,,Sault Ste Marie Airport,CA-ON
Kasabonika,XKS,,Kasabonika Airport,CA-ON
Kangirsuk,YKG,,Kangirsuk Airport,CA-QC
Attawapiskat,YAT,,Attawapiskat Airport,CA-ON
St. Anthony,YAY,,St. Anthony Airport,CA-NL
Tofino,YAZ,,Tofino / Long Beach Airport,CA-BC
Banff,YBA,,Banff Airport,CA-AB
Kugaaruk,YBB,,Kugaaruk Airport,CA-NU
Baie-Comeau,YBC,,Baie-Comeau Airport,CA-QC
Bella Coola,QBC,,Bella Coola Airport,CA-BC
Uranium City,YBE,,Uranium City Airport,CA-SK
Bonnyville,YBY,,Bonnyville Airport,CA-AB
La Baie,YBG,,CFB Bagotville / Saguenay-Bagotville Airport,CA-QC
Baker Lake,YBK,,Baker Lake Airport,CA-NU
Campbell River,YBL,,Campbell River Airport,CA-BC
Tadoule Lake,XTL,,Tadoule Lake Airport,CA-MB
Brandon,YBR,,Brandon Municipal Airport,CA-MB
Brochet,YBT,,Brochet Airport,CA-MB
Berens River,YBV,,Berens River Airport,CA-MB
Blanc-Sablon,YBX,,Lourdes-de-Blanc-Sablon Airport,CA-QC
Cartwright,YRF,,Cartwright Airport,CA-NL
Cambridge Bay,YCB,,Cambridge Bay Airport,CA-NU
Cornwall,YCC,,Cornwall Regional Airport,CA-ON
Nanaimo,YCD,,Nanaimo Airport,CA-BC
Huron Park,YCE,,Centralia / James T. Field Memorial Aerodrome,CA-ON
Castlegar,YCG,,Castlegar/West Kootenay Regional Airport,CA-BC
Miramichi,YCH,,Miramichi Airport,CA-NB
Chatham-Kent,XCM,,Chatham Kent Airport,CA-ON
Charlo,YCL,,Charlo Airport,CA-NB
Cochrane,YCN,,Cochrane Airport,CA-ON
Kugluktuk,YCO,,Kugluktuk Airport,CA-NU
Chetwynd,YCQ,,Chetwynd Airport,CA-BC
Cross Lake,YCR,,Cross Lake (Charlie Sinclair Memorial) Airport,CA-MB
Chesterfield Inlet,YCS,,Chesterfield Inlet Airport,CA-NU
Coronation,YCT,,Coronation Airport,CA-AB
Chilliwack,YCW,,Chilliwack Airport,CA-BC
Clyde River,YCY,,Clyde River Airport,CA-NU
Fairmont Hot Springs,YCZ,,Fairmont Hot Springs Airport,CA-BC
Dawson City,YDA,,Dawson City Airport,CA-YT
Burwash Landing,YDB,,Burwash Airport,CA-YT
Deer Lake,YDF,,Deer Lake Airport,CA-NL
Dease Lake,YDL,,Dease Lake Airport,CA-BC
Ross River,XRR,,Ross River Airport,CA-YT
Dauphin,YDN,,Dauphin Barker Airport,CA-MB
Dolbeau-Saint-Felicien,YDO,,Dolbeau-Saint-Felicien Airport,CA-QC
Nain,YDP,,Nain Airport,CA-NL
Dawson Creek,YDQ,,Dawson Creek Airport,CA-BC
Edmonton,YEG,,Edmonton International Airport,CA-AB
Arviat,YEK,,Arviat Airport,CA-NU
Elliot Lake,YEL,,Elliot Lake Municipal Airport,CA-ON
Sheguiandah,YEM,,Manitoulin East Municipal Airport,CA-ON
Estevan,YEN,,Estevan Airport,CA-SK
Fort Severn,YER,,Fort Severn Airport,CA-ON
Edson,YET,,Edson Airport,CA-AB
Eureka,YEU,,Eureka Airport,CA-NU
Inuvik,YEV,,Inuvik Mike Zubko Airport,CA-NT
Amos,YEY,,Amos/Magny Airport,CA-QC
Fort Albany,YFA,,Fort Albany Airport,CA-ON
Iqaluit,YFB,,Iqaluit Airport,CA-NU
Fredericton,YFC,,Fredericton Airport,CA-NB
Forestville,YFE,,Forestville Airport,CA-QC
Fort Hope,YFH,,Fort Hope Airport,CA-ON
La Macaza,YTM,,Mont-Tremblant International Airport,CA-QC
Flin Flon,YFO,,Flin Flon Airport,CA-MB
Fort Resolution,YFR,,Fort Resolution Airport,CA-NT
Fort Simpson,YFS,,Fort Simpson Airport,CA-NT
Makkovik,YMN,,Makkovik Airport,CA-NL
Texada,YGB,,Texada Gillies Bay Airport,CA-BC
Fort Good Hope,YGH,,Fort Good Hope Airport,CA-NT
Kingston,YGK,,Kingston Norman Rogers Airport,CA-ON
La Grande Rivière,YGL,,La Grande Rivière Airport,CA-QC
Gimli,YGM,,Gimli Industrial Park Airport,CA-MB
Gods Lake Narrows,YGO,,Gods Lake Narrows Airport,CA-MB
Gaspé,YGP,,Michel-Pouliot Gaspé Airport,CA-QC
Geraldton,YGQ,,Geraldton Greenstone Regional Airport,CA-ON
Les Îles-de-la-Madeleine,YGR,,Îles-de-la-Madeleine Airport,CA-QC
Igloolik,YGT,,Igloolik Airport,CA-NU
Havre-Saint-Pierre,YGV,,Havre-Saint-Pierre Airport,CA-QC
Kuujjuarapik,YGW,,Kuujjuarapik Airport,CA-QC
Gillam,YGX,,Gillam Airport,CA-MB
Grise Fiord,YGZ,,Grise Fiord Airport,CA-NU
Quaqtaq,YQC,,Quaqtaq Airport,CA-QC
Hudson Bay,YHB,,Hudson Bay Airport,CA-SK
Vancouver,CXH,,Vancouver Harbour Water Aerodrome,CA-BC
Dryden,YHD,,Dryden Regional Airport,CA-ON
Hope,YHE,,Hope Airport / FVRD Regional Airpark,CA-BC
Hearst,YHF,,Hearst René Fontaine Municipal Airport,CA-ON
Nemiscau,YNS,,Nemiscau Airport,CA-QC
Ulukhaktok,YHI,,Ulukhaktok Holman Airport,CA-NT
Gjoa Haven,YHK,,Gjoa Haven Airport,CA-NU
Hamilton,YHM,,John C. Munro Hamilton International Airport,CA-ON
Hornepayne,YHN,,Hornepayne Municipal Airport,CA-ON
Hopedale,YHO,,Hopedale Airport,CA-NL
Chevery,YHR,,Chevery Airport,CA-QC
Haines Junction,YHT,,Haines Junction Airport,CA-YT
Montréal,YHU,,Montréal / Saint-Hubert Airport,CA-QC
Hay River,YHY,,Hay River / Merlyn Carter Airport,CA-NT
Halifax,YHZ,,Halifax / Stanfield International Airport,CA-NS
Atikokan,YIB,,Atikokan Municipal Airport,CA-ON
Digby,YDG,,Digby / Annapolis Regional Airport,CA-NS
St-Augustin,YIF,,St Augustin Airport,CA-QC
Ivujivik,YIK,,Ivujivik Airport,CA-QC
Pond Inlet,YIO,,Pond Inlet Airport,CA-NU
Island Lake,YIV,,Island Lake Airport,CA-MB
Jasper,YJA,,Jasper Airport,CA-AB
Fort Liard,YJF,,Fort Liard Airport,CA-NT
St Jean,YJN,,St Jean Airport,CA-QC
Stephenville,YJT,,Dymond Airport,CA-NL
Kamloops,YKA,,Kamloops John Moose Fulton Field Regional Airport,CA-BC
Collins Bay,YKC,,Collins Bay Airport,CA-SK
Aklavik,LAK,,Aklavik/Freddie Carmichael Airport,CA-NT
Breslau,YKF,,Region of Waterloo International Airport,CA-ON
Kangiqsujuaq,YWB,,Kangiqsujuaq (Wakeham Bay) Airport,CA-QC
Key Lake,YKJ,,Key Lake Airport,CA-SK
Schefferville,YKL,,Schefferville Airport,CA-QC
Kincardine,YKD,,Kincardine Municipal Airport,CA-ON
Akulivik,AKV,,Akulivik Airport,CA-QC
Waskaganish,YKQ,,Waskaganish Airport,CA-QC
Kirkland Lake,YKX,,Kirkland Lake Airport,CA-ON
Kindersley,YKY,,Kindersley Airport,CA-SK
Aupaluk,YPJ,,Aupaluk Airport,CA-QC
Lac La Biche,YLB,,Lac La Biche Airport,CA-AB
Kimmirut,YLC,,Kimmirut Airport,CA-NU
Chapleau,YLD,,Chapleau Airport,CA-ON
Lansdowne House,YLH,,Lansdowne House Airport,CA-ON
Meadow Lake,YLJ,,Meadow Lake Airport,CA-SK
Lutselk'e,YSG,,Lutselk'e Airport,CA-NT
Lloydminster,YLL,,Lloydminster Airport,CA-AB
La Tuque,YLQ,,La Tuque Airport,CA-QC
Leaf Rapids,YLR,,Leaf Rapids Airport,CA-MB
Barrie,YLK,,Barrie-Lake Simcoe Regional Airport,CA-ON
Alert,YLT,,Alert Airport,CA-NU
Kangiqsualujjuaq,XGR,,Kangiqsualujjuaq (Georges River) Airport,CA-QC
Kelowna,YLW,,Kelowna International Airport,CA-BC
Chatham,CYM,,Chatham Seaplane Base,US-AK
Mayo,YMA,,Mayo Airport,CA-YT
Matane,YME,,Matane Airport,CA-QC
Manitouwadge,YMG,,Manitouwadge Airport,CA-ON
Mary's Harbour,YMH,,Mary's Harbour Airport,CA-NL
Moose Jaw,YMJ,,Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA-SK
Charlevoix,YML,,Charlevoix Airport,CA-QC
Fort McMurray,YMM,,Fort McMurray Airport,CA-AB
Moosonee,YMO,,Moosonee Airport,CA-ON
Chibougamau,YMT,,Chapais Airport,CA-QC
Umiujaq,YUD,,Umiujaq Airport,CA-QC
Messines,YMW,,Maniwaki Airport,CA-QC
Montréal,YMX,,Montreal International (Mirabel) Airport,CA-QC
Natashquan,YNA,,Natashquan Airport,CA-QC
Wemindji,YNC,,Wemindji Airport,CA-QC
Gatineau,YND,,Ottawa / Gatineau Airport,CA-QC
Norway House,YNE,,Norway House Airport,CA-MB
Hudson's Hope,YNH,,Hudson's Hope Airport,CA-BC
Langley,YLY,,Langley Airport,CA-BC
Points North Landing,YNL,,Points North Landing Airport,CA-SK
Matagami,YNM,,Matagami Airport,CA-QC
Fort Mackay,HZP,,Fort Mackay / Horizon Airport,CA-AB
Ekati,YOA,,Ekati Airport,CA-NT
Old Crow,YOC,,Old Crow Airport,CA-YT
Cold Lake,YOD,,CFB Cold Lake,CA-AB
Oxford House,YOH,,Oxford House Airport,CA-MB
High Level,YOJ,,High Level Airport,CA-AB
Oshawa,YOO,,Oshawa Executive Airport,CA-ON
Rainbow Lake,YOP,,Rainbow Lake Airport,CA-AB
Owen Sound,YOS,,Owen Sound / Billy Bishop Regional Airport,CA-ON
Ottawa,YOW,,Ottawa Macdonald-Cartier International Airport,CA-ON
Prince Albert,YPA,,Prince Albert Glass Field,CA-SK
Paulatuk,YPC,,Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA-NT
Port Hawkesbury,YPS,,Port Hawkesbury Airport,CA-NS
Peace River,YPE,,Peace River Airport,CA-AB
Portage la Prairie,YPG,,Portage-la-Prairie / Southport Airport,CA-MB
Inukjuak,YPH,,Inukjuak Airport,CA-QC
Pickle Lake,YPL,,Pickle Lake Airport,CA-ON
Pikangikum,YPM,,Pikangikum Airport,CA-ON
Port-Menier,YPN,,Port-Menier Airport,CA-QC
Peawanuck,YPO,,Peawanuck Airport,CA-ON
Peterborough,YPQ,,Peterborough Municipal Airport,CA-ON
Prince Rupert,YPR,,Prince Rupert Airport,CA-BC
Powell River,YPW,,Powell River Airport,CA-BC
Puvirnituq,YPX,,Puvirnituq Airport,CA-QC
Fort Chipewyan,YPY,,Fort Chipewyan Airport,CA-AB
Burns Lake,YPZ,,Burns Lake Airport,CA-BC
Gravenhurst,YQA,,Muskoka Airport,CA-ON
Quebec,YQB,,Quebec Jean Lesage International Airport,CA-QC
The Pas,YQD,,The Pas Airport,CA-MB
Springbrook,YQF,,Red Deer Regional Airport,CA-AB
Windsor,YQG,,Windsor Airport,CA-ON
Watson Lake,YQH,,Watson Lake Airport,CA-YT
Yarmouth,YQI,,Yarmouth Airport,CA-NS
Kenora,YQK,,Kenora Airport,CA-ON
Lethbridge,YQL,,Lethbridge County Airport,CA-AB
Moncton,YQM,,Greater Moncton Roméo LeBlanc International Airport,CA-NB
Nakina,YQN,,Nakina Airport,CA-ON
Comox,YQQ,,Comox Valley Airport / CFB Comox,CA-BC
Regina,YQR,,Regina International Airport,CA-SK
St Thomas,YQS,,St Thomas Municipal Airport,CA-ON
Thunder Bay,YQT,,Thunder Bay Airport,CA-ON
Grande Prairie,YQU,,Grande Prairie Airport,CA-AB
Yorkton,YQV,,Yorkton Municipal Airport,CA-SK
North Battleford,YQW,,North Battleford Airport,CA-SK
Gander,YQX,,Gander International Airport / CFB Gander,CA-NL
Sydney,YQY,,Sydney / J.A. Douglas McCurdy Airport,CA-NS
Quesnel,YQZ,,Quesnel Airport,CA-BC
Gamètì,YRA,,Rae Lakes Airport,CA-NT
Resolute Bay,YRB,,Resolute Bay Airport,CA-NU
Rivière-du-Loup,YRI,,Rivière-du-Loup Airport,CA-QC
Roberval,YRJ,,Roberval Airport,CA-QC
Red Lake,YRL,,Red Lake Airport,CA-ON
Rocky Mountain House,YRM,,Rocky Mountain House Airport,CA-AB
Ottawa,YRO,,Ottawa / Rockcliffe Airport,CA-ON
Trois-Rivières,YRQ,,Trois-Rivières Airport,CA-QC
Red Sucker Lake,YRS,,Red Sucker Lake Airport,CA-MB
Rankin Inlet,YRT,,Rankin Inlet Airport,CA-NU
Revelstoke,YRV,,Revelstoke Airport,CA-BC
Sudbury,YSB,,Sudbury Airport,CA-ON
Sherbrooke,YSC,,Sherbrooke Airport,CA-QC
Ralston,YSD,,Canadian Forces Base Suffield Heliport,CA-AB
Squamish,YSE,,Squamish Airport,CA-BC
Stony Rapids,YSF,,Stony Rapids Airport,CA-SK
Smiths Falls,YSH,,Smiths Falls-Montague (Russ Beach) Airport,CA-ON
Saint John,YSJ,,Saint John Airport,CA-NB
Sanikiluaq,YSK,,Sanikiluaq Airport,CA-NU
Saint-Léonard,YSL,,Saint-Léonard Airport,CA-NB
Fort Smith,YSM,,Fort Smith Airport,CA-NT
Niagara-on-the-Lake,YCM,,Niagara District Airport,CA-ON
Marathon,YSP,,Marathon Airport,CA-ON
St. Theresa Point,YST,,St. Theresa Point Airport,CA-MB
Slemon Park,YSU,,Summerside Airport,CA-PE
Sachs Harbour,YSY,,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA-NT
Pembroke,YTA,,Pembroke Airport,CA-ON
Kinngait,YTE,,Cape Dorset Airport,CA-NU
Alma,YTF,,Alma Airport,CA-QC
Thompson,YTH,,Thompson Airport,CA-MB
Big Trout Lake,YTL,,Big Trout Lake Airport,CA-ON
Tasiujaq,YTQ,,Tasiujaq Airport,CA-QC
Trenton,YTR,,CFB Trenton,CA-ON
Timmins,YTS,,Timmins/Victor M. Power,CA-ON
Toronto,YTZ,,Billy Bishop Toronto City Centre Airport,CA-ON
Tuktoyaktuk,YUB,,Tuktoyaktuk / James Gruben Airport,CA-NT
Montréal,YUL,,Montreal / Pierre Elliott Trudeau International Airport,CA-QC
Repulse Bay,YUT,,Naujaat Airport,CA-NU
Sanirajak,YUX,,Hall Beach Airport,CA-NU
Rouyn-Noranda,YUY,,Rouyn Noranda Airport,CA-QC
Bonaventure,YVB,,Bonaventure Airport,CA-QC
La Ronge,YVC,,La Ronge Airport,CA-SK
Vermilion,YVG,,Vermilion Airport,CA-AB
Vernon,YVE,,Vernon Regional Airport,CA-BC
Colville Lake,YCK,,Tommy Kochon Airport,CA-NT
Qikiqtarjuaq,YVM,,Qikiqtarjuaq Airport,CA-NU
Val-d'Or,YVO,,Val-d'Or Airport,CA-QC
Kuujjuaq,YVP,,Kuujjuaq Airport,CA-QC
Norman Wells,YVQ,,Norman Wells Airport,CA-NT
Vancouver,YVR,,Vancouver International Airport,CA-BC
Buffalo Narrows,YVT,,Buffalo Narrows Airport,CA-SK
Wiarton,YVV,,Wiarton Airport,CA-ON
Deer Lake,YVZ,,Deer Lake Airport,CA-ON
Petawawa,YWA,,Petawawa Airport,CA-ON
Winnipeg,YWG,,Winnipeg / James Armstrong Richardson International Airport,CA-MB
Victoria,YWH,,Victoria Harbour Seaplane Base,CA-BC
Déline,YWJ,,Déline Airport,CA-NT
Wabush,YWK,,Wabush Airport,CA-NL
Williams Lake,YWL,,Williams Lake Airport,CA-BC
Webequie,YWP,,Webequie Airport,CA-ON
Wrigley,YWY,,Wrigley Airport,CA-NT
Cranbrook,YXC,,Cranbrook/Canadian Rockies International Airport,CA-BC
